image_path,split,true_label,resnet_cx,resnet_cy,densenet_cx,densenet_cy,eff_cx,eff_cy,dist_resnet_to_mean,dist_dense_to_mean,dist_eff_to_mean
data\dataset_cls\val\Non_fractured\IMG0000900.jpg,val,Non_fractured,0.792146,0.825016,0.823211,0.241723,0.688341,0.34828,0.354174,0.236509,0.146817
data\dataset_cls\val\Non_fractured\IMG0000903.jpg,val,Non_fractured,0.512446,0.602865,0.335087,0.755226,0.567008,0.541326,0.050911,0.183078,0.132472
data\dataset_cls\val\Non_fractured\IMG0000928.jpg,val,Non_fractured,0.472554,0.777411,0.5,0.5,0.502076,0.498145,0.186528,0.09224,0.094297
data\dataset_cls\val\Non_fractured\IMG0000930.jpg,val,Non_fractured,0.171376,0.503652,1.0,0.433709,0.452692,0.494328,0.370922,0.460704,0.090298
data\dataset_cls\val\Non_fractured\IMG0000941.jpg,val,Non_fractured,0.171661,0.313382,0.0,0.8515,0.371149,0.483947,0.236409,0.35196,0.201227
data\dataset_cls\val\Non_fractured\IMG0000943.jpg,val,Non_fractured,0.0,1.0,0.5,0.5,0.345351,0.256216,0.501289,0.234334,0.335271
data\dataset_cls\val\Non_fractured\IMG0000945.jpg,val,Non_fractured,0.019662,0.042575,0.5,0.5,0.395379,0.239099,0.359085,0.308792,0.092878
data\dataset_cls\val\Non_fractured\IMG0000959.jpg,val,Non_fractured,0.630711,0.160441,0.5,0.5,0.493562,0.37527,0.205236,0.160211,0.056505
data\dataset_cls\val\Non_fractured\IMG0000964.jpg,val,Non_fractured,0.315865,0.625609,0.93059,0.254251,0.598834,0.481534,0.345049,0.373303,0.032152
data\dataset_cls\val\Non_fractured\IMG0000980.jpg,val,Non_fractured,0.565829,0.103734,0.0,0.333333,0.376061,0.266438,0.28379,0.329151,0.069829
data\dataset_cls\val\Non_fractured\IMG0000982.jpg,val,Non_fractured,0.591461,0.46569,0.951629,0.2854,0.680303,0.475891,0.160048,0.2441,0.090417
data\dataset_cls\val\Non_fractured\IMG0001001.jpg,val,Non_fractured,0.584293,0.368585,0.508955,0.312233,0.57668,0.527517,0.043974,0.102335,0.126338
data\dataset_cls\val\Non_fractured\IMG0001035.jpg,val,Non_fractured,0.5,0.5,0.5,0.5,0.49053,0.158884,0.113749,0.113749,0.227498
data\dataset_cls\val\Non_fractured\IMG0001036.jpg,val,Non_fractured,0.126188,0.673784,0.5,0.5,0.394553,0.432128,0.254947,0.163607,0.116595
data\dataset_cls\val\Non_fractured\IMG0001042.jpg,val,Non_fractured,0.002523,0.183986,0.74241,0.106914,0.515576,0.320118,0.41811,0.336454,0.150539
data\dataset_cls\val\Non_fractured\IMG0001043.jpg,val,Non_fractured,0.095925,0.416069,1.0,0.5,0.58738,0.263731,0.465735,0.45169,0.132174
data\dataset_cls\val\Non_fractured\IMG0001048.jpg,val,Non_fractured,0.730216,0.42075,0.871467,0.122682,0.585096,0.360707,0.119378,0.228584,0.155586
data\dataset_cls\val\Non_fractured\IMG0001051.jpg,val,Non_fractured,0.538441,0.211884,1.0,0.120826,0.649647,0.288314,0.190984,0.284028,0.113865
data\dataset_cls\val\Non_fractured\IMG0001053.jpg,val,Non_fractured,0.623672,0.725404,0.5,0.5,0.569696,0.447156,0.178022,0.086389,0.110489
data\dataset_cls\val\Non_fractured\IMG0001069.jpg,val,Non_fractured,0.297969,0.702031,0.5,0.5,0.159835,0.513317,0.131978,0.194465,0.169815
data\dataset_cls\val\Non_fractured\IMG0001075.jpg,val,Non_fractured,0.685076,0.589509,0.881293,0.355174,0.477103,0.382341,0.14722,0.218295,0.212693
data\dataset_cls\val\Non_fractured\IMG0001076.jpg,val,Non_fractured,0.082125,0.303614,1.0,0.806804,0.397797,0.297214,0.443276,0.608857,0.196736
data\dataset_cls\val\Non_fractured\IMG0001084.jpg,val,Non_fractured,0.200966,0.533571,0.980524,0.326731,0.427023,0.624569,0.337422,0.475131,0.169448
data\dataset_cls\val\Non_fractured\IMG0001088.jpg,val,Non_fractured,0.351443,0.027735,0.5,0.5,0.398454,0.348661,0.272315,0.223963,0.05938
data\dataset_cls\val\Non_fractured\IMG0001092.jpg,val,Non_fractured,0.555294,0.827986,0.836986,0.905076,0.367152,0.608842,0.056697,0.279715,0.278597
data\dataset_cls\val\Non_fractured\IMG0001094.jpg,val,Non_fractured,0.419502,0.438726,0.0,0.937035,0.455295,0.353381,0.187904,0.46379,0.276632
data\dataset_cls\val\Non_fractured\IMG0001096.jpg,val,Non_fractured,0.566791,0.713025,0.800388,0.544388,0.668534,0.438734,0.185184,0.123613,0.127046
data\dataset_cls\val\Non_fractured\IMG0001098.jpg,val,Non_fractured,0.50641,0.632936,0.810189,0.272917,0.463102,0.489905,0.188828,0.289936,0.132446
data\dataset_cls\val\Non_fractured\IMG0001099.jpg,val,Non_fractured,0.602633,0.578304,0.304563,0.253803,0.574284,0.734329,0.122444,0.328373,0.226926
data\dataset_cls\val\Non_fractured\IMG0001104.jpg,val,Non_fractured,0.759472,0.132333,0.252644,0.082452,0.557267,0.462834,0.254182,0.306155,0.239407
data\dataset_cls\val\Non_fractured\IMG0001119.jpg,val,Non_fractured,0.354258,0.228263,0.128986,0.333333,0.526914,0.405996,0.095885,0.208014,0.207703
data\dataset_cls\val\Non_fractured\IMG0001138.jpg,val,Non_fractured,0.220905,0.694763,0.063307,0.949943,0.371362,0.230779,0.069642,0.359966,0.422962
data\dataset_cls\val\Non_fractured\IMG0001145.jpg,val,Non_fractured,0.192608,0.609081,0.620167,0.91957,0.427166,0.506346,0.231316,0.31778,0.172543
data\dataset_cls\val\Non_fractured\IMG0001146.jpg,val,Non_fractured,0.75006,0.970334,0.07179,0.677316,0.410901,0.493398,0.425309,0.341071,0.220285
data\dataset_cls\val\Non_fractured\IMG0001153.jpg,val,Non_fractured,0.557703,0.655419,0.106044,0.214593,0.644665,0.226498,0.314371,0.362954,0.250612
data\dataset_cls\val\Non_fractured\IMG0001162.jpg,val,Non_fractured,0.579528,0.386653,0.194947,0.571179,0.646112,0.388579,0.122876,0.304275,0.182789
data\dataset_cls\val\Non_fractured\IMG0001167.jpg,val,Non_fractured,0.388958,0.541674,0.629872,0.266111,0.365439,0.396611,0.157828,0.216092,0.096107
data\dataset_cls\val\Non_fractured\IMG0001168.jpg,val,Non_fractured,0.494347,0.794406,0.077849,0.627873,0.621576,0.386942,0.214256,0.321034,0.311019
data\dataset_cls\val\Non_fractured\IMG0001201.jpg,val,Non_fractured,0.556709,0.569435,0.542338,0.68563,0.387832,0.440229,0.061236,0.129267,0.16496
data\dataset_cls\val\Non_fractured\IMG0001210.jpg,val,Non_fractured,0.079868,0.514141,0.118393,0.439645,0.620594,0.480225,0.196436,0.159248,0.34765
data\dataset_cls\val\Non_fractured\IMG0001219.jpg,val,Non_fractured,0.407794,0.766272,1.0,0.090604,0.450907,0.150297,0.479811,0.452563,0.250658
data\dataset_cls\val\Non_fractured\IMG0001221.jpg,val,Non_fractured,0.375479,0.578477,1.0,0.0,0.467886,0.347503,0.360431,0.493878,0.151629
data\dataset_cls\val\Non_fractured\IMG0001226.jpg,val,Non_fractured,0.558436,0.261738,0.119606,0.392513,0.410883,0.24696,0.199249,0.260217,0.071773
data\dataset_cls\val\Non_fractured\IMG0001227.jpg,val,Non_fractured,0.412904,0.004291,0.890039,0.03937,0.498899,0.365221,0.229477,0.305223,0.250506
data\dataset_cls\val\Non_fractured\IMG0001229.jpg,val,Non_fractured,0.53055,0.42843,0.544144,0.100336,0.678961,0.311436,0.157885,0.184218,0.099484
data\dataset_cls\val\Non_fractured\IMG0001241.jpg,val,Non_fractured,0.634112,0.342478,0.669288,0.267466,0.488946,0.585097,0.066825,0.149301,0.215983
data\dataset_cls\val\Non_fractured\IMG0001249.jpg,val,Non_fractured,0.5,0.5,0.5,0.5,0.598218,0.075733,0.145162,0.145162,0.290325
data\dataset_cls\val\Non_fractured\IMG0001254.jpg,val,Non_fractured,0.489485,0.68599,0.470567,0.76067,0.568783,0.555126,0.027492,0.101241,0.12679
data\dataset_cls\val\Non_fractured\IMG0001255.jpg,val,Non_fractured,0.403935,0.201025,0.5,0.5,0.374054,0.286243,0.12995,0.186244,0.067333
data\dataset_cls\val\Non_fractured\IMG0001262.jpg,val,Non_fractured,0.072053,0.528335,0.307957,0.072806,0.355127,0.302986,0.285372,0.237069,0.110093
data\dataset_cls\val\Non_fractured\IMG0001299.jpg,val,Non_fractured,0.389575,0.661655,0.0,0.868821,0.634163,0.396865,0.052006,0.409505,0.382245
data\dataset_cls\val\Non_fractured\IMG0001303.jpg,val,Non_fractured,0.71315,0.416553,0.0,1.0,0.727012,0.447793,0.310348,0.611353,0.301901
data\dataset_cls\val\Non_fractured\IMG0001314.jpg,val,Non_fractured,0.379364,0.309674,0.375843,0.215838,0.674974,0.360003,0.098437,0.128341,0.208578
data\dataset_cls\val\Non_fractured\IMG0001316.jpg,val,Non_fractured,0.695386,0.6605,0.145124,0.952511,0.451963,0.262801,0.266897,0.434409,0.363085
data\dataset_cls\val\Non_fractured\IMG0001318.jpg,val,Non_fractured,0.0,1.0,0.5,0.5,0.498822,0.144253,0.561318,0.173842,0.436574
data\dataset_cls\val\Non_fractured\IMG0001320.jpg,val,Non_fractured,0.200254,0.459819,0.743522,0.116194,0.58018,0.395246,0.336471,0.31394,0.101604
data\dataset_cls\val\Non_fractured\IMG0001327.jpg,val,Non_fractured,0.296055,0.78913,0.319376,0.437172,0.323957,0.446012,0.23232,0.120428,0.111951
data\dataset_cls\val\Non_fractured\IMG0001332.jpg,val,Non_fractured,0.381985,0.591834,0.696587,0.366378,0.422252,0.393983,0.184126,0.213668,0.096478
data\dataset_cls\val\Non_fractured\IMG0001338.jpg,val,Non_fractured,0.79558,0.458278,0.696308,0.378945,0.361296,0.389736,0.184557,0.084127,0.257154
data\dataset_cls\val\Non_fractured\IMG0001352.jpg,val,Non_fractured,0.568671,0.432051,0.5,0.5,0.477131,0.540191,0.079355,0.017852,0.062443
data\dataset_cls\val\Non_fractured\IMG0001356.jpg,val,Non_fractured,0.753894,0.246188,0.0,0.755667,0.487174,0.427586,0.410821,0.499083,0.088265
data\dataset_cls\val\Non_fractured\IMG0001369.jpg,val,Non_fractured,0.565753,0.663424,1.0,0.323056,0.705583,0.315479,0.298764,0.267021,0.129225
data\dataset_cls\val\Non_fractured\IMG0001386.jpg,val,Non_fractured,0.410856,0.770264,0.36572,0.011153,0.295437,0.487025,0.351547,0.411746,0.08919
data\dataset_cls\val\Non_fractured\IMG0001387.jpg,val,Non_fractured,0.273915,0.373634,0.0,0.332533,0.432,0.523294,0.052916,0.247673,0.22708
data\dataset_cls\val\Non_fractured\IMG0001388.jpg,val,Non_fractured,0.240042,0.240042,0.834919,1.0,0.476756,0.392482,0.411503,0.555605,0.157002
data\dataset_cls\val\Non_fractured\IMG0001399.jpg,val,Non_fractured,0.412574,0.49399,0.726169,0.988333,0.382277,0.36601,0.154373,0.43195,0.279478
data\dataset_cls\val\Non_fractured\IMG0001403.jpg,val,Non_fractured,0.226775,0.527867,0.134262,0.880763,0.532853,0.441762,0.113914,0.310606,0.292934
data\dataset_cls\val\Non_fractured\IMG0001425.jpg,val,Non_fractured,0.389977,0.625637,0.604593,0.623809,0.537166,0.597246,0.121022,0.094375,0.032287
data\dataset_cls\val\Non_fractured\IMG0001445.jpg,val,Non_fractured,0.222171,0.649075,0.246545,0.34518,0.304274,0.382154,0.193555,0.114166,0.089709
data\dataset_cls\val\Non_fractured\IMG0001454.jpg,val,Non_fractured,0.77023,0.737584,0.049864,0.193065,0.448448,0.428723,0.44899,0.454695,0.035367
data\dataset_cls\val\Non_fractured\IMG0001462.jpg,val,Non_fractured,0.547335,0.648437,0.969517,0.163647,0.674495,0.387287,0.308797,0.336032,0.057334
data\dataset_cls\val\Non_fractured\IMG0001466.jpg,val,Non_fractured,0.50082,0.603663,0.228766,0.929884,0.239979,0.499983,0.192499,0.269147,0.196362
data\dataset_cls\val\Non_fractured\IMG0001470.jpg,val,Non_fractured,0.306264,0.33091,0.5,0.5,0.467069,0.454866,0.153324,0.10396,0.050072
data\dataset_cls\val\Non_fractured\IMG0001476.jpg,val,Non_fractured,0.40835,0.579191,0.019166,0.612672,0.42432,0.300349,0.148881,0.288781,0.241941
data\dataset_cls\val\Non_fractured\IMG0001482.jpg,val,Non_fractured,0.861584,0.693092,0.0,0.5,0.315946,0.236866,0.516601,0.393204,0.251713
data\dataset_cls\val\Non_fractured\IMG0001501.jpg,val,Non_fractured,0.589207,0.263694,0.726576,0.264064,0.473519,0.343383,0.027647,0.132776,0.133856
data\dataset_cls\val\Non_fractured\IMG0001516.jpg,val,Non_fractured,0.440102,0.237247,0.233098,0.185172,0.343141,0.273599,0.101458,0.115595,0.041821
data\dataset_cls\val\Non_fractured\IMG0001527.jpg,val,Non_fractured,0.61657,0.0,0.5,0.5,0.50821,0.22567,0.253243,0.26144,0.037115
data\dataset_cls\val\Non_fractured\IMG0001541.jpg,val,Non_fractured,0.198568,0.706894,0.552154,0.850718,0.436553,0.607755,0.197752,0.202687,0.121111
data\dataset_cls\val\Non_fractured\IMG0001544.jpg,val,Non_fractured,0.775736,0.295648,0.0,0.833333,0.533009,0.677146,0.457307,0.493769,0.122487
data\dataset_cls\val\Non_fractured\IMG0001551.jpg,val,Non_fractured,0.334385,0.142556,0.5,0.5,0.484421,0.167757,0.165345,0.237697,0.111731
data\dataset_cls\val\Non_fractured\IMG0001561.jpg,val,Non_fractured,0.514948,0.481896,0.0,0.935169,0.293518,0.495994,0.290725,0.401398,0.143715
data\dataset_cls\val\Non_fractured\IMG0001564.jpg,val,Non_fractured,0.588076,0.841025,0.827713,0.023881,0.425663,0.518106,0.380892,0.48665,0.196628
data\dataset_cls\val\Non_fractured\IMG0001583.jpg,val,Non_fractured,0.488354,0.353375,0.798871,0.606972,0.471087,0.415572,0.143652,0.259369,0.122816
data\dataset_cls\val\Non_fractured\IMG0001609.jpg,val,Non_fractured,0.265194,0.48507,0.735711,0.696151,0.206513,0.241489,0.137706,0.400367,0.304256
data\dataset_cls\val\Non_fractured\IMG0001611.jpg,val,Non_fractured,0.402119,0.369635,0.626608,0.423506,0.462484,0.340374,0.095305,0.137352,0.050988
data\dataset_cls\val\Non_fractured\IMG0001630.jpg,val,Non_fractured,0.456765,0.635873,0.92011,0.5,0.540518,0.418637,0.217051,0.281566,0.140112
data\dataset_cls\val\Non_fractured\IMG0001631.jpg,val,Non_fractured,0.537573,0.816271,0.5,0.5,0.319368,0.459497,0.240002,0.103555,0.187646
data\dataset_cls\val\Non_fractured\IMG0001676.jpg,val,Non_fractured,0.274527,0.138986,0.038553,0.032128,0.258573,0.379359,0.09504,0.214509,0.207343
data\dataset_cls\val\Non_fractured\IMG0001690.jpg,val,Non_fractured,0.938468,0.0,0.0,0.0,0.436377,0.366222,0.49546,0.474261,0.245129
data\dataset_cls\val\Non_fractured\IMG0001696.jpg,val,Non_fractured,0.946966,0.055489,0.5,0.5,0.563084,0.216535,0.342703,0.296292,0.114454
data\dataset_cls\val\Non_fractured\IMG0001701.jpg,val,Non_fractured,0.456853,0.333143,0.246377,0.623906,0.612746,0.421508,0.127679,0.252973,0.178189
data\dataset_cls\val\Non_fractured\IMG0001725.jpg,val,Non_fractured,0.843776,0.873566,0.243512,0.684093,0.616217,0.424141,0.348566,0.325173,0.241358
data\dataset_cls\val\Non_fractured\IMG0001752.jpg,val,Non_fractured,0.431323,0.824761,0.07102,0.683934,0.357346,0.555116,0.199189,0.21558,0.150504
data\dataset_cls\val\Non_fractured\IMG0001766.jpg,val,Non_fractured,0.954987,0.294745,0.333984,0.429774,0.49928,0.404637,0.368071,0.267482,0.100842
data\dataset_cls\val\Non_fractured\IMG0001770.jpg,val,Non_fractured,0.498046,0.2888,0.775613,0.891411,0.403738,0.339439,0.226156,0.441568,0.228196
data\dataset_cls\val\Non_fractured\IMG0001771.jpg,val,Non_fractured,0.317788,0.377535,0.099104,0.630264,0.577096,0.368127,0.08223,0.28876,0.261905
data\dataset_cls\val\Non_fractured\IMG0001777.jpg,val,Non_fractured,0.582066,0.274195,0.218055,0.584008,0.485948,0.330517,0.196008,0.282177,0.087167
data\dataset_cls\val\Non_fractured\IMG0001785.jpg,val,Non_fractured,0.281156,0.214705,0.5,0.5,0.409421,0.299749,0.169192,0.191919,0.040405
data\dataset_cls\val\Non_fractured\IMG0001786.jpg,val,Non_fractured,0.530206,0.0,0.657431,0.114289,0.359552,0.207909,0.10837,0.141869,0.185725
data\dataset_cls\val\Non_fractured\IMG0001790.jpg,val,Non_fractured,0.166421,0.180306,0.0,1.0,0.777259,0.438456,0.388623,0.557609,0.473622
data\dataset_cls\val\Non_fractured\IMG0001800.jpg,val,Non_fractured,0.381922,0.521107,0.5,0.5,0.504296,0.407529,0.091868,0.04477,0.080624
data\dataset_cls\val\Non_fractured\IMG0001801.jpg,val,Non_fractured,0.228566,0.741509,0.531121,0.501057,0.42515,0.484081,0.235,0.155218,0.096326
data\dataset_cls\val\Non_fractured\IMG0001804.jpg,val,Non_fractured,0.480986,0.0,0.5,0.5,0.492994,0.240718,0.247123,0.253242,0.006408
data\dataset_cls\val\Non_fractured\IMG0001811.jpg,val,Non_fractured,0.382013,0.323925,0.753356,0.419288,0.341673,0.290144,0.112228,0.271525,0.160162
data\dataset_cls\val\Non_fractured\IMG0001822.jpg,val,Non_fractured,0.791955,0.527497,0.0,0.972447,0.343573,0.411605,0.427748,0.50564,0.228268
data\dataset_cls\val\Non_fractured\IMG0001825.jpg,val,Non_fractured,0.064027,0.838991,0.5,0.5,0.558306,0.376914,0.40921,0.145008,0.268279
data\dataset_cls\val\Non_fractured\IMG0001827.jpg,val,Non_fractured,0.589198,0.363038,0.5,0.5,0.535344,0.36791,0.067149,0.098826,0.042853
data\dataset_cls\val\Non_fractured\IMG0001836.jpg,val,Non_fractured,0.773673,0.473556,0.77592,0.898202,0.407525,0.435128,0.176883,0.320663,0.296472
data\dataset_cls\val\Non_fractured\IMG0001856.jpg,val,Non_fractured,0.378019,0.490388,0.44683,0.880468,0.567539,0.526309,0.16607,0.248682,0.148143
data\dataset_cls\val\Non_fractured\IMG0001861.jpg,val,Non_fractured,0.283148,0.429234,0.432164,0.771643,0.44443,0.518745,0.177275,0.203604,0.079452
data\dataset_cls\val\Non_fractured\IMG0001875.jpg,val,Non_fractured,1.0,1.0,0.144847,0.892873,0.385879,0.505981,0.529165,0.377107,0.318887
data\dataset_cls\val\Non_fractured\IMG0001877.jpg,val,Non_fractured,0.824564,0.386051,0.604105,0.846507,0.609797,0.256321,0.182209,0.358235,0.249887
data\dataset_cls\val\Non_fractured\IMG0001885.jpg,val,Non_fractured,0.492951,0.945156,0.5,0.5,0.265631,0.243889,0.389131,0.102209,0.354296
data\dataset_cls\val\Non_fractured\IMG0001891.jpg,val,Non_fractured,0.59616,0.815912,0.075556,0.809969,0.356257,0.49483,0.275946,0.286297,0.212509
data\dataset_cls\val\Non_fractured\IMG0001895.jpg,val,Non_fractured,0.549756,0.747642,0.192079,0.569023,0.698862,0.378955,0.195234,0.288179,0.287208
data\dataset_cls\val\Non_fractured\IMG0001905.jpg,val,Non_fractured,0.951794,0.139139,0.0,1.0,0.579729,0.338001,0.565255,0.719928,0.169188
data\dataset_cls\val\Non_fractured\IMG0001910.jpg,val,Non_fractured,0.464574,0.219049,0.110934,0.100046,0.601912,0.217291,0.082577,0.292345,0.212947
data\dataset_cls\val\Non_fractured\IMG0001911.jpg,val,Non_fractured,0.535366,0.5701,0.041639,0.666667,0.720893,0.582505,0.108966,0.395607,0.289251
data\dataset_cls\val\Non_fractured\IMG0001925.jpg,val,Non_fractured,0.250282,0.145076,1.0,0.057065,0.424732,0.375502,0.311692,0.461975,0.226546
data\dataset_cls\val\Non_fractured\IMG0001932.jpg,val,Non_fractured,0.338461,0.363815,0.161956,0.946314,0.390233,0.448934,0.22639,0.384417,0.166128
data\dataset_cls\val\Non_fractured\IMG0001935.jpg,val,Non_fractured,0.409511,0.393145,0.412322,0.888271,0.451944,0.436967,0.180281,0.315715,0.138554
data\dataset_cls\val\Non_fractured\IMG0001952.jpg,val,Non_fractured,0.562077,0.829421,0.624107,0.311377,0.22076,0.315108,0.356489,0.233053,0.300965
data\dataset_cls\val\Non_fractured\IMG0001960.jpg,val,Non_fractured,0.215047,0.619891,0.0115,0.289045,0.461313,0.502157,0.150203,0.283386,0.234194
data\dataset_cls\val\Non_fractured\IMG0001962.jpg,val,Non_fractured,0.174184,0.528233,0.112264,0.371209,0.476498,0.709111,0.080525,0.217705,0.281547
data\dataset_cls\val\Non_fractured\IMG0001963.jpg,val,Non_fractured,0.791907,0.863647,0.0,0.900262,0.602068,0.700069,0.329974,0.471316,0.183261
data\dataset_cls\val\Non_fractured\IMG0001968.jpg,val,Non_fractured,0.491805,0.423351,0.355674,0.707627,0.54659,0.583873,0.150725,0.174308,0.082812
data\dataset_cls\val\Non_fractured\IMG0001983.jpg,val,Non_fractured,0.310441,0.418066,0.260707,0.891332,0.567768,0.498826,0.197214,0.312137,0.214921
data\dataset_cls\val\Non_fractured\IMG0001994.jpg,val,Non_fractured,0.0,0.0,0.5,0.5,0.256325,0.570854,0.437005,0.286205,0.213945
data\dataset_cls\val\Non_fractured\IMG0002000.jpg,val,Non_fractured,0.20327,0.394648,0.0,0.777751,0.486737,0.356509,0.118054,0.353252,0.298932
data\dataset_cls\val\Non_fractured\IMG0002023.jpg,val,Non_fractured,0.290929,0.678223,0.916448,0.916448,0.148764,0.343384,0.164305,0.537402,0.428449
data\dataset_cls\val\Non_fractured\IMG0002025.jpg,val,Non_fractured,0.581201,0.597918,0.121985,0.695339,0.338908,0.330603,0.240597,0.272998,0.210853
data\dataset_cls\val\Non_fractured\IMG0002029.jpg,val,Non_fractured,0.62676,0.360523,0.0,0.309393,0.576077,0.377845,0.226096,0.402922,0.17745
data\dataset_cls\val\Non_fractured\IMG0002032.jpg,val,Non_fractured,0.9434,0.552062,0.255519,0.531267,0.638437,0.535892,0.331177,0.357033,0.026268
data\dataset_cls\val\Non_fractured\IMG0002040.jpg,val,Non_fractured,0.253454,0.400463,1.0,0.333333,0.557461,0.42389,0.350487,0.399831,0.059799
data\dataset_cls\val\Non_fractured\IMG0002048.jpg,val,Non_fractured,0.186272,0.35999,0.276646,0.575383,0.286398,0.344758,0.092108,0.151082,0.089765
data\dataset_cls\val\Non_fractured\IMG0002057.jpg,val,Non_fractured,0.921273,0.587005,0.48266,0.689791,0.434349,0.221461,0.320704,0.230581,0.33029
data\dataset_cls\val\Non_fractured\IMG0002065.jpg,val,Non_fractured,0.341226,0.14922,0.0,0.08586,0.575037,0.30579,0.047406,0.319686,0.297394
data\dataset_cls\val\Non_fractured\IMG0002066.jpg,val,Non_fractured,0.564885,0.448499,0.783179,0.444706,0.711804,0.429588,0.121973,0.096631,0.027618
data\dataset_cls\val\Non_fractured\IMG0002067.jpg,val,Non_fractured,0.572732,0.390332,0.774471,0.616162,0.449371,0.544868,0.129453,0.201616,0.15204
data\dataset_cls\val\Non_fractured\IMG0002075.jpg,val,Non_fractured,0.42556,0.293155,0.225086,0.056938,0.457546,0.358737,0.079934,0.230191,0.150886
data\dataset_cls\val\Non_fractured\IMG0002092.jpg,val,Non_fractured,0.571482,0.87698,0.455215,0.424492,0.287,0.642367,0.265143,0.224124,0.151002
